,online_order,book_table,rating,votes,rest_type,cuisines,cost,location
26082,Yes,No,4.1,37,Dessert Parlor,Desserts,500.0,Koramangala 4th Block
26083,Yes,No,3.3,5,Beverage Shop,Beverages,200.0,Koramangala 4th Block
26084,Yes,No,4.0,314,Casual Dining,Chinese,800.0,Koramangala 4th Block
26085,Yes,No,3.3,19,Delivery,North Indian,300.0,Koramangala 4th Block
26086,No,No,3.6,16,Delivery,Italian,500.0,Koramangala 4th Block
26087,No,No,3.7,0,Takeaway,Bakery,500.0,Koramangala 4th Block
26088,No,No,3.6,12,Quick Bites,Continental,650.0,Koramangala 4th Block
26089,No,No,3.7,13,Dessert Parlor,Desserts,400.0,Koramangala 4th Block
26090,No,No,3.7,0,Delivery,Beverages,150.0,Koramangala 4th Block
26091,Yes,No,3.1,11,Mess,South Indian,250.0,Koramangala 4th Block
26092,Yes,Yes,4.4,3673,Casual Dining,Chinese,1400.0,Koramangala 4th Block
26093,Yes,No,2.9,361,Casual Dining,North Indian,450.0,Koramangala 4th Block
26094,No,No,3.7,0,Delivery,North Indian,300.0,Koramangala 4th Block
26095,No,No,3.7,0,Dessert Parlor,Desserts,300.0,Koramangala 4th Block
26096,No,No,3.8,18,Takeaway,Desserts,850.0,Koramangala 4th Block
26097,No,No,3.6,9,Delivery,Mughlai,600.0,Koramangala 4th Block
26098,No,No,3.7,99,Delivery,Italian,700.0,Koramangala 4th Block
26099,Yes,No,3.1,223,Delivery,North Indian,500.0,Koramangala 4th Block
26100,Yes,No,3.4,6,Quick Bites,Mughlai,200.0,Koramangala 4th Block
26101,Yes,No,3.9,823,Casual Dining,Chinese,750.0,Koramangala 4th Block
26102,Yes,No,3.7,0,Dessert Parlor,Ice Cream,400.0,Koramangala 4th Block
26103,Yes,No,4.1,293,Quick Bites,Burger,600.0,Koramangala 4th Block
26104,Yes,No,3.1,53,Casual Dining,South Indian,750.0,Koramangala 4th Block
26105,Yes,No,4.1,1003,Casual Dining,North Indian,700.0,Koramangala 4th Block
26106,Yes,No,3.7,62,Takeaway,Continental,500.0,Koramangala 4th Block
26107,Yes,No,4.0,211,Quick Bites,Continental,400.0,Koramangala 4th Block
26108,Yes,No,3.9,49,Quick Bites,South Indian,400.0,Koramangala 4th Block
26109,Yes,No,3.2,10,Quick Bites,Tibetan,250.0,Koramangala 4th Block
26110,Yes,No,3.3,12,Quick Bites,North Indian,250.0,Koramangala 4th Block
26111,No,Yes,3.5,43,Casual Dining,North Indian,700.0,Koramangala 4th Block
26112,No,No,3.8,31,Delivery,South Indian,400.0,Koramangala 4th Block
26113,No,No,3.7,0,Delivery,Chinese,300.0,Koramangala 4th Block
26114,Yes,No,3.7,0,Bakery,Bakery,200.0,Koramangala 4th Block
26115,No,No,3.7,0,Delivery,North Indian,500.0,Koramangala 4th Block
26116,No,No,3.7,0,Delivery,North Indian,300.0,Koramangala 4th Block
26117,Yes,No,4.0,201,Cafe,Cafe,800.0,Koramangala 4th Block
26118,Yes,No,3.0,13,Takeaway,Street Food,400.0,Koramangala 4th Block
26119,Yes,No,3.9,226,Delivery,North Indian,450.0,Koramangala 4th Block
26120,Yes,No,3.5,18,Quick Bites,North Indian,200.0,Koramangala 4th Block
26121,Yes,No,3.1,9,Quick Bites,North Indian,600.0,Koramangala 4th Block
26122,Yes,No,3.6,45,Takeaway,North Indian,300.0,Koramangala 4th Block
26123,Yes,Yes,4.5,3467,Casual Dining,North Indian,1300.0,Koramangala 4th Block
26124,Yes,No,3.6,82,Quick Bites,Salad,400.0,Koramangala 4th Block
26125,Yes,Yes,3.9,224,Casual Dining,North Indian,800.0,Koramangala 4th Block
26126,Yes,No,3.8,22,Cafe,Cafe,500.0,Koramangala 4th Block
26127,No,No,3.4,6,Quick Bites,North Indian,300.0,Koramangala 4th Block
26128,Yes,No,3.6,11,Takeaway,Beverages,200.0,Koramangala 4th Block
26129,Yes,No,4.0,529,Delivery,Burger,350.0,Koramangala 4th Block
26130,Yes,Yes,3.9,484,Casual Dining,North Indian,700.0,Koramangala 4th Block
26131,Yes,Yes,4.2,2620,Casual Dining,Chettinad,1300.0,Koramangala 4th Block
26132,Yes,No,3.8,12,Food Truck,Fast Food,300.0,Koramangala 4th Block
26133,Yes,No,3.5,6,Quick Bites,Chinese,200.0,Koramangala 4th Block
26134,Yes,No,3.4,4,Delivery,Beverages,250.0,Koramangala 4th Block
26135,Yes,No,3.6,113,Delivery,North Indian,400.0,Koramangala 4th Block
26136,Yes,No,4.1,845,Casual Dining,Seafood,700.0,Koramangala 4th Block
26137,Yes,No,3.6,119,Casual Dining,Chinese,550.0,Koramangala 4th Block
26138,Yes,No,3.7,0,Quick Bites,South Indian,400.0,Koramangala 4th Block
26139,Yes,No,3.4,30,Delivery,American,500.0,Koramangala 4th Block
26140,Yes,No,3.7,502,Delivery,North Indian,500.0,Koramangala 4th Block
26141,Yes,No,4.0,1110,Delivery,North Indian,500.0,Koramangala 4th Block
26142,Yes,No,4.0,195,Delivery,Thai,500.0,Koramangala 4th Block
26144,Yes,Yes,4.4,1853,Casual Dining,Chinese,1100.0,Koramangala 4th Block
26145,Yes,No,4.4,384,Quick Bites,South Indian,300.0,Koramangala 4th Block
26146,No,No,3.3,11,Quick Bites,Fast Food,300.0,Koramangala 4th Block
26147,Yes,No,3.4,6,Quick Bites,North Indian,500.0,Koramangala 4th Block
26148,Yes,No,3.1,248,Casual Dining,Chinese,500.0,Koramangala 4th Block
26149,Yes,No,3.7,21,Quick Bites,Bengali,300.0,Koramangala 4th Block
26150,Yes,No,3.5,5,Casual Dining,Chinese,800.0,Koramangala 4th Block
26151,Yes,No,4.0,494,Casual Dining,Chinese,800.0,Koramangala 4th Block
26152,Yes,No,3.7,15,Quick Bites,South Indian,250.0,Koramangala 4th Block
26153,Yes,No,3.9,38,Quick Bites,Healthy Food,200.0,Koramangala 4th Block
26154,Yes,No,2.6,54,Delivery,Biryani,600.0,Koramangala 4th Block
26155,Yes,No,3.4,11,Quick Bites,Biryani,300.0,Koramangala 4th Block
26156,Yes,Yes,4.1,672,Casual Dining,Chinese,900.0,Koramangala 4th Block
26157,Yes,No,3.7,0,Quick Bites,Biryani,400.0,Koramangala 4th Block
26158,Yes,Yes,4.3,519,Casual Dining,American,2500.0,Koramangala 4th Block
26159,Yes,No,3.7,41,Takeaway,Chinese,600.0,Koramangala 4th Block
26160,Yes,No,3.4,433,Delivery,North Indian,500.0,Koramangala 4th Block
26161,Yes,No,3.8,110,Takeaway,Italian,400.0,Koramangala 4th Block
26162,Yes,Yes,4.2,767,Casual Dining,North Indian,1700.0,Koramangala 4th Block
26163,Yes,No,3.8,34,Quick Bites,Bakery,350.0,Koramangala 4th Block
26164,Yes,No,3.8,215,Casual Dining,Mexican,700.0,Koramangala 4th Block
26165,Yes,No,3.6,14,Quick Bites,North Indian,200.0,Koramangala 4th Block
26166,Yes,No,3.4,8,Quick Bites,Bengali,350.0,Koramangala 4th Block
26167,Yes,No,3.7,0,Beverage Shop,Juices,150.0,Koramangala 4th Block
26168,Yes,No,3.7,95,Quick Bites,North Indian,150.0,Koramangala 4th Block
26169,Yes,No,4.2,185,Mess,North Indian,300.0,Koramangala 4th Block
26170,Yes,No,3.2,42,Delivery,Chinese,350.0,Koramangala 4th Block
26171,Yes,No,3.7,0,Quick Bites,Fast Food,200.0,Koramangala 4th Block
26172,Yes,No,3.7,67,Delivery,South Indian,150.0,Koramangala 4th Block
26173,Yes,Yes,4.0,1862,Casual Dining,North Indian,600.0,Koramangala 4th Block
26174,Yes,No,3.7,24,Cafe,Cafe,550.0,Koramangala 4th Block
26175,Yes,No,3.7,175,Takeaway,Biryani,400.0,Koramangala 4th Block
26176,Yes,No,3.1,175,Delivery,Chinese,450.0,Koramangala 4th Block
26177,No,No,3.8,14,Quick Bites,Tibetan,250.0,Koramangala 4th Block
26179,Yes,No,3.2,5,Takeaway,Thai,550.0,Koramangala 4th Block
26180,Yes,No,3.1,21,Quick Bites,Biryani,300.0,Koramangala 4th Block
26181,Yes,Yes,4.0,1513,Cafe,Cafe,900.0,Koramangala 4th Block
26182,Yes,No,3.2,6,Quick Bites,North Indian,250.0,Koramangala 4th Block
26183,Yes,No,3.6,34,Casual Dining,South Indian,300.0,Koramangala 4th Block
26184,Yes,No,3.7,21,Quick Bites,South Indian,500.0,Koramangala 4th Block
26185,Yes,No,3.6,11,Delivery,North Indian,400.0,Koramangala 4th Block
26186,Yes,No,3.7,57,Takeaway,North Indian,400.0,Koramangala 4th Block
26187,Yes,No,3.6,48,Takeaway,North Indian,300.0,Koramangala 4th Block
26188,Yes,No,3.8,103,Quick Bites,North Indian,400.0,Koramangala 4th Block
26189,Yes,No,2.1,253,Delivery,North Indian,500.0,Koramangala 4th Block
26190,Yes,No,3.8,211,Delivery,American,600.0,Koramangala 4th Block
26191,Yes,No,3.7,39,Beverage Shop,Beverages,500.0,Koramangala 4th Block
26192,Yes,No,4.3,169,Dessert Parlor,Desserts,450.0,Koramangala 4th Block
26193,Yes,No,2.9,36,Takeaway,Andhra,400.0,Koramangala 4th Block
26194,Yes,No,3.3,5,Quick Bites,Chinese,100.0,Koramangala 4th Block
26195,Yes,No,3.5,283,Quick Bites,Bengali,350.0,Koramangala 4th Block
26196,No,No,4.3,2303,Casual Dining,Andhra,800.0,Koramangala 4th Block
26197,No,No,3.8,1161,Casual Dining,Andhra,650.0,Koramangala 4th Block
26198,Yes,No,3.8,24,Cafe,Cafe,700.0,Koramangala 4th Block
26199,Yes,No,3.6,42,Quick Bites,North Indian,250.0,Koramangala 4th Block
26200,Yes,No,3.7,26,Casual Dining,North Indian,700.0,Koramangala 4th Block
26201,Yes,No,3.7,0,Quick Bites,Fast Food,200.0,Koramangala 4th Block
26202,No,Yes,4.3,2246,Casual Dining,Chinese,1100.0,Koramangala 4th Block
26203,No,No,3.6,39,Quick Bites,North Indian,400.0,Koramangala 4th Block
26204,No,No,4.1,183,Mess,North Indian,150.0,Koramangala 4th Block
26205,No,No,3.7,107,Casual Dining,North Indian,500.0,Koramangala 4th Block
26206,No,No,3.7,0,Quick Bites,North Indian,300.0,Koramangala 4th Block
26207,No,No,3.7,0,Quick Bites,North Indian,300.0,Koramangala 4th Block
26208,No,No,3.2,6,Quick Bites,Biryani,250.0,Koramangala 4th Block
26209,No,No,3.7,0,Quick Bites,Biryani,350.0,Koramangala 4th Block
26210,No,No,3.7,0,Quick Bites,South Indian,200.0,Koramangala 4th Block
26211,No,No,3.8,89,Quick Bites,North Indian,300.0,Koramangala 4th Block
26212,No,No,3.3,4,Takeaway,North Indian,250.0,Koramangala 4th Block
26213,No,No,3.7,0,Delivery,Healthy Food,300.0,Koramangala 4th Block
26214,No,No,3.6,14,Delivery,Healthy Food,300.0,Koramangala 4th Block
26215,No,No,3.3,5,Quick Bites,North Indian,200.0,Koramangala 4th Block
26217,No,No,3.4,8,Delivery,North Indian,400.0,Koramangala 4th Block
26218,No,No,3.4,11,Quick Bites,Chinese,200.0,Koramangala 4th Block
26219,No,No,3.3,4,Delivery,Salad,400.0,Koramangala 4th Block
26220,No,No,2.8,26,Takeaway,North Indian,650.0,Koramangala 4th Block
26221,No,No,3.4,7,Quick Bites,Salad,250.0,Koramangala 4th Block
26222,No,No,3.0,15,Takeaway,North Indian,500.0,Koramangala 4th Block
26223,No,No,3.7,0,Delivery,Beverages,300.0,Koramangala 4th Block
26224,No,No,3.3,4,Takeaway,North Indian,400.0,Koramangala 4th Block
26225,No,No,3.7,0,Delivery,North Indian,200.0,Koramangala 4th Block
26226,Yes,No,3.6,23,Casual Dining,North Indian,800.0,Koramangala 4th Block
26227,No,No,3.6,21,Quick Bites,South Indian,200.0,Koramangala 4th Block
26228,No,No,3.7,20,Bakery,Bakery,600.0,Koramangala 4th Block
26229,No,No,3.5,11,Cafe,Cafe,400.0,Koramangala 4th Block
26230,No,No,3.7,0,Quick Bites,South Indian,400.0,Koramangala 4th Block
26231,No,No,3.7,0,Delivery,North Indian,550.0,Koramangala 4th Block
26232,No,No,3.7,27,Quick Bites,South Indian,250.0,Koramangala 4th Block
26234,No,No,3.3,7,Delivery,North Indian,150.0,Koramangala 4th Block
26235,No,No,3.7,17,Delivery,Bengali,300.0,Koramangala 4th Block
26236,No,No,3.3,7,Delivery,Biryani,600.0,Koramangala 4th Block
26237,No,No,3.5,4,Takeaway,North Indian,800.0,Koramangala 4th Block
26238,No,No,3.7,0,Quick Bites,North Indian,150.0,Koramangala 4th Block
26239,No,No,3.7,0,Delivery,South Indian,200.0,Koramangala 4th Block
26240,No,No,3.7,0,Delivery,Biryani,300.0,Koramangala 4th Block
26241,No,No,3.7,0,Delivery,Fast Food,300.0,Koramangala 4th Block
26242,No,No,3.7,0,Delivery,Fast Food,200.0,Koramangala 4th Block
26243,No,No,3.7,0,Quick Bites,North Indian,400.0,Koramangala 4th Block
26244,No,No,3.2,4,Delivery,North Indian,300.0,Koramangala 4th Block
26245,No,No,3.7,0,Takeaway,Desserts,550.0,Koramangala 4th Block
26246,No,No,3.7,0,Delivery,Pizza,300.0,Koramangala 4th Block
26247,No,No,3.7,0,Delivery,North Indian,250.0,Koramangala 4th Block
26248,No,No,3.7,0,Delivery,Chinese,400.0,Koramangala 4th Block
26249,No,No,3.7,0,Delivery,Fast Food,400.0,Koramangala 4th Block
26250,No,No,3.7,0,Mess,Andhra,300.0,Koramangala 4th Block
26251,No,No,3.7,0,Takeaway,South Indian,250.0,Koramangala 4th Block
26252,No,No,3.7,0,Quick Bites,South Indian,300.0,Koramangala 4th Block
26253,No,No,3.8,196,Delivery,Fast Food,500.0,Koramangala 4th Block
26254,No,No,3.7,0,Quick Bites,North Indian,500.0,Koramangala 4th Block
26255,Yes,No,3.7,0,Delivery,North Indian,600.0,Koramangala 4th Block
26256,Yes,No,3.7,0,Takeaway,Chinese,550.0,Koramangala 4th Block
26257,Yes,No,3.4,25,Quick Bites,North Indian,200.0,Koramangala 4th Block
26258,Yes,No,3.8,23,Delivery,American,300.0,Koramangala 4th Block
26259,Yes,No,3.5,14,Casual Dining,Mughlai,600.0,Koramangala 4th Block
26260,Yes,No,3.0,53,Takeaway,North Indian,500.0,Koramangala 4th Block
26261,Yes,No,3.5,11,Quick Bites,North Indian,300.0,Koramangala 4th Block
26262,Yes,No,3.3,26,Delivery,Continental,400.0,Koramangala 4th Block
26263,Yes,No,3.4,55,Delivery,North Indian,500.0,Koramangala 4th Block
26264,No,No,2.9,21,Quick Bites,Andhra,450.0,Koramangala 4th Block
26265,Yes,No,3.3,10,Quick Bites,North Indian,300.0,Koramangala 4th Block
26266,Yes,No,3.7,0,Delivery,North Indian,300.0,Koramangala 4th Block
26267,Yes,No,4.1,76,Quick Bites,Seafood,450.0,Koramangala 4th Block
26268,No,No,3.7,0,Quick Bites,South Indian,200.0,Koramangala 4th Block
26269,Yes,No,3.8,254,Casual Dining,Chinese,600.0,Koramangala 4th Block
26270,Yes,No,3.4,212,Casual Dining,North Indian,800.0,Koramangala 4th Block
26271,Yes,No,3.1,40,Quick Bites,North Indian,400.0,Koramangala 4th Block
26272,No,No,3.3,4,Quick Bites,North Indian,200.0,Koramangala 4th Block
26273,No,No,3.7,0,Quick Bites,North Indian,300.0,Koramangala 4th Block
26274,No,No,3.7,0,Quick Bites,Fast Food,150.0,Koramangala 4th Block
26275,Yes,No,3.6,132,Takeaway,Biryani,600.0,Koramangala 4th Block
26276,Yes,No,3.5,33,Quick Bites,North Indian,600.0,Koramangala 4th Block
26277,Yes,No,3.0,20,Delivery,Biryani,600.0,Koramangala 4th Block
26278,Yes,No,3.7,46,Casual Dining,North Indian,600.0,Koramangala 4th Block
26279,Yes,No,3.6,25,Takeaway,Pizza,500.0,Koramangala 4th Block
26280,Yes,No,3.2,4,Quick Bites,North Indian,500.0,Koramangala 4th Block
26281,Yes,No,3.7,0,Delivery,North Indian,600.0,Koramangala 4th Block
26282,Yes,No,3.5,4,Delivery,Chinese,600.0,Koramangala 4th Block
26283,Yes,No,3.7,0,Delivery,North Indian,500.0,Koramangala 4th Block
26284,Yes,No,3.6,16,Delivery,North Indian,300.0,Koramangala 4th Block
26285,Yes,No,3.7,0,Delivery,Biryani,500.0,Koramangala 4th Block
26286,Yes,No,3.7,0,Takeaway,North Indian,300.0,Koramangala 4th Block
26287,Yes,No,3.1,120,Casual Dining,North Indian,500.0,Koramangala 4th Block
26288,Yes,No,3.0,7,Quick Bites,Arabian,400.0,Koramangala 4th Block
26289,Yes,No,3.3,334,Quick Bites,Biryani,400.0,Koramangala 4th Block
26290,Yes,No,3.7,67,Quick Bites,South Indian,300.0,Koramangala 4th Block
26291,No,No,4.1,324,Cafe,Cafe,700.0,Koramangala 4th Block
26292,No,No,3.8,47,Cafe,Cafe,600.0,Koramangala 4th Block
26293,Yes,No,3.6,243,Casual Dining,Seafood,800.0,Koramangala 4th Block
26294,No,No,3.7,0,Delivery,Continental,700.0,Koramangala 4th Block
26295,Yes,No,3.7,0,Beverage Shop,Juices,200.0,Koramangala 4th Block
26296,Yes,No,3.7,0,Quick Bites,South Indian,200.0,Koramangala 4th Block
26297,Yes,No,3.7,0,Takeaway,Biryani,300.0,Koramangala 4th Block
26298,Yes,No,4.0,177,Delivery,Fast Food,300.0,Koramangala 4th Block
26299,Yes,No,3.2,47,Quick Bites,Chinese,300.0,Koramangala 4th Block
26300,Yes,No,3.3,38,Delivery,North Indian,400.0,Koramangala 4th Block
26301,No,No,3.7,32,Quick Bites,Chinese,500.0,Koramangala 4th Block
26302,Yes,Yes,4.1,601,Casual Dining,Italian,1100.0,Koramangala 4th Block
26303,Yes,No,3.3,4,Takeaway,Fast Food,500.0,Koramangala 4th Block
26304,Yes,No,3.7,0,Takeaway,North Indian,400.0,Koramangala 4th Block
26305,Yes,No,3.4,5,Takeaway,Healthy Food,300.0,Koramangala 4th Block
26306,Yes,No,3.7,47,Dessert Parlor,Ice Cream,200.0,Koramangala 4th Block
26307,Yes,No,2.6,33,Casual Dining,North Indian,500.0,Koramangala 4th Block
26308,No,No,3.4,7,Beverage Shop,Beverages,150.0,Koramangala 4th Block
26309,Yes,No,3.6,10,Casual Dining,North Indian,700.0,Koramangala 4th Block
26310,Yes,No,3.6,16,Casual Dining,Beverages,900.0,Koramangala 4th Block
26311,Yes,Yes,3.7,1014,Bar,Continental,1300.0,Koramangala 4th Block
26312,Yes,No,3.8,17,Food Truck,Chinese,200.0,Koramangala 4th Block
26313,Yes,No,3.7,51,Quick Bites,Chinese,300.0,Koramangala 4th Block
26314,No,No,3.7,0,Quick Bites,Biryani,250.0,Koramangala 4th Block
26315,Yes,No,3.4,29,Casual Dining,North Indian,750.0,Koramangala 4th Block
26316,Yes,No,3.7,0,Delivery,Desserts,250.0,Koramangala 4th Block
26317,Yes,No,3.7,0,Takeaway,North Indian,450.0,Koramangala 4th Block
26318,Yes,No,3.8,38,Casual Dining,North Indian,500.0,Koramangala 4th Block
26319,No,No,3.9,34,Sweet Shop,Mithai,150.0,Koramangala 4th Block
26320,Yes,No,3.7,0,Quick Bites,North Indian,250.0,Koramangala 4th Block
26321,Yes,No,3.1,30,Quick Bites,North Indian,500.0,Koramangala 4th Block
26322,No,Yes,4.5,3909,Pub,Finger Food,1000.0,Koramangala 4th Block
26323,Yes,No,3.8,86,Sweet Shop,Mithai,100.0,Koramangala 4th Block
26324,Yes,Yes,4.1,1697,Casual Dining,North Indian,1200.0,Koramangala 4th Block
26325,No,Yes,4.8,4441,Bar,Continental,1000.0,Koramangala 4th Block
26326,Yes,No,3.7,47,Casual Dining,North Indian,800.0,Koramangala 4th Block
26327,Yes,No,3.1,140,Casual Dining,North Indian,600.0,Koramangala 4th Block
26328,Yes,No,3.5,14,Cafe,Cafe,500.0,Koramangala 4th Block
26329,Yes,No,3.3,16,Quick Bites,Italian,400.0,Koramangala 4th Block
26330,Yes,No,3.1,15,Bakery,Bakery,400.0,Koramangala 4th Block
26331,Yes,No,3.7,0,Takeaway,North Indian,400.0,Koramangala 4th Block
26332,Yes,No,3.5,34,Casual Dining,North Indian,650.0,Koramangala 4th Block
26333,Yes,No,3.7,0,Dhaba,North Indian,250.0,Koramangala 4th Block
26334,Yes,No,3.5,7,Quick Bites,Street Food,100.0,Koramangala 4th Block
26335,No,Yes,4.0,2155,Lounge,Continental,1000.0,Koramangala 4th Block
26336,No,Yes,4.0,1758,Lounge,Continental,1600.0,Koramangala 4th Block
26337,No,No,3.8,4648,Lounge,North Indian,2000.0,Koramangala 4th Block
26338,No,Yes,3.9,1389,Lounge,Continental,1400.0,Koramangala 4th Block
26339,No,No,4.7,14694,Cafe,Cafe,900.0,Koramangala 4th Block
26340,No,No,3.0,15,Bar,North Indian,1000.0,Koramangala 4th Block
26341,Yes,No,4.2,218,Delivery,Pizza,600.0,Koramangala 4th Block
26342,Yes,No,3.4,25,Casual Dining,Chinese,550.0,Koramangala 4th Block
26344,Yes,No,3.2,42,Quick Bites,South Indian,200.0,Koramangala 4th Block
26346,Yes,No,3.7,0,Quick Bites,South Indian,400.0,Koramangala 4th Block
26347,Yes,No,4.3,1901,Dessert Parlor,Desserts,400.0,Koramangala 4th Block
26348,Yes,No,3.5,16,Quick Bites,Chinese,200.0,Koramangala 4th Block
26349,Yes,No,2.8,5,Quick Bites,Juices,200.0,Koramangala 4th Block
26350,Yes,No,3.7,0,Casual Dining,North Indian,600.0,Koramangala 4th Block
26351,Yes,No,3.7,0,Quick Bites,North Indian,300.0,Koramangala 4th Block
26352,Yes,No,3.4,9,Quick Bites,Fast Food,300.0,Koramangala 4th Block
26353,Yes,No,3.4,10,Quick Bites,Biryani,300.0,Koramangala 4th Block
26354,No,No,3.1,4,Quick Bites,Kebab,300.0,Koramangala 4th Block
26355,Yes,No,3.2,8,Delivery,Biryani,300.0,Koramangala 4th Block
26356,Yes,No,3.4,9,Takeaway,Biryani,400.0,Koramangala 4th Block
26357,No,No,4.5,3842,Cafe,Cafe,800.0,Koramangala 4th Block
26358,No,No,4.1,2731,Cafe,Cafe,1300.0,Koramangala 4th Block
26359,Yes,No,3.9,17,Takeaway,North Indian,400.0,Koramangala 4th Block
26360,No,No,4.2,1531,Quick Bites,North Indian,600.0,Koramangala 4th Block
26361,Yes,No,3.7,0,Quick Bites,Biryani,200.0,Koramangala 4th Block
26362,Yes,No,3.1,247,Takeaway,Biryani,200.0,Koramangala 4th Block
26363,No,Yes,4.5,684,Casual Dining,Chinese,1400.0,Koramangala 4th Block
26364,No,No,4.1,1225,Quick Bites,Mexican,400.0,Koramangala 4th Block
26365,No,No,4.1,439,Casual Dining,North Indian,500.0,Koramangala 4th Block
26366,No,No,4.3,995,Quick Bites,Chinese,350.0,Koramangala 4th Block
26367,No,Yes,3.8,321,Casual Dining,Hyderabadi,800.0,Koramangala 4th Block
26368,No,Yes,4.5,548,Cafe,Cafe,900.0,Koramangala 4th Block
26369,No,No,4.1,2448,Cafe,Cafe,700.0,Koramangala 4th Block
26370,No,No,4.3,450,Dessert Parlor,Ice Cream,400.0,Koramangala 4th Block
26371,No,No,4.2,676,Casual Dining,South Indian,650.0,Koramangala 4th Block
26372,No,No,4.1,43,Quick Bites,Street Food,150.0,Koramangala 4th Block
26373,No,Yes,4.1,450,Casual Dining,North Indian,650.0,Koramangala 4th Block
26374,No,Yes,4.5,324,Casual Dining,Korean,1200.0,Koramangala 4th Block
26375,No,No,4.4,316,Mess,Kerala,300.0,Koramangala 4th Block
26376,Yes,No,3.6,16,Cafe,Cafe,500.0,Koramangala 4th Block
26377,No,No,3.9,69,Bar,North Indian,1500.0,Koramangala 4th Block
26378,No,No,4.5,940,Dessert Parlor,Ice Cream,200.0,Koramangala 4th Block
26379,No,No,3.8,69,Quick Bites,Kerala,300.0,Koramangala 4th Block
26380,No,No,4.3,236,Beverage Shop,Beverages,350.0,Koramangala 4th Block
26381,Yes,Yes,3.9,65,Casual Dining,Bengali,600.0,Koramangala 4th Block
26382,No,No,3.5,12,Delivery,North Indian,200.0,Koramangala 4th Block
26383,No,No,4.5,42,Casual Dining,Chinese,800.0,Koramangala 4th Block
26384,No,No,3.5,17,Quick Bites,North Indian,200.0,Koramangala 4th Block
26385,No,No,3.4,6,Quick Bites,Goan,400.0,Koramangala 4th Block
26386,No,No,3.1,117,Quick Bites,Biryani,200.0,Koramangala 4th Block
26387,No,No,3.6,20,Quick Bites,North Indian,300.0,Koramangala 4th Block
26388,No,No,3.3,8,Takeaway,North Indian,500.0,Koramangala 4th Block
26389,No,No,3.2,15,Quick Bites,Fast Food,200.0,Koramangala 4th Block
26390,No,No,3.5,17,Quick Bites,Biryani,250.0,Koramangala 4th Block
26392,No,No,3.9,154,Quick Bites,North Indian,200.0,Koramangala 4th Block
26393,No,No,3.9,164,Beverage Shop,Beverages,400.0,Koramangala 4th Block
26394,No,No,3.7,19,Takeaway,BBQ,300.0,Koramangala 4th Block
26395,No,No,3.5,11,Quick Bites,Biryani,300.0,Koramangala 4th Block
26396,No,No,3.8,289,Dessert Parlor,Desserts,500.0,Koramangala 4th Block
26397,Yes,No,3.5,5,Delivery,North Indian,400.0,Koramangala 4th Block
26398,No,No,3.7,105,Casual Dining,Andhra,700.0,Koramangala 4th Block
26399,No,No,3.7,73,Sweet Shop,Mithai,250.0,Koramangala 4th Block
26400,No,No,4.0,98,Quick Bites,Street Food,200.0,Koramangala 4th Block
26401,No,No,3.7,0,Mess,Andhra,300.0,Koramangala 4th Block
26402,No,No,3.7,36,Dessert Parlor,Desserts,600.0,Koramangala 4th Block
26403,No,No,3.7,34,Mess,North Indian,300.0,Koramangala 4th Block
26404,No,No,3.8,62,Bakery,Desserts,150.0,Koramangala 4th Block
26405,No,No,3.5,17,Casual Dining,North Indian,800.0,Koramangala 4th Block
26406,No,No,2.7,56,Delivery,Biryani,500.0,Koramangala 4th Block
26407,No,No,3.6,72,Quick Bites,North Indian,250.0,Koramangala 4th Block
26408,No,No,3.3,7,Delivery,Desserts,250.0,Koramangala 4th Block
26409,No,No,3.4,8,Quick Bites,Biryani,300.0,Koramangala 4th Block
26410,No,No,3.3,6,Quick Bites,Biryani,300.0,Koramangala 4th Block
26411,No,No,3.7,0,Quick Bites,North Indian,200.0,Koramangala 4th Block
26412,No,No,4.0,203,Food Court,Bengali,350.0,Koramangala 4th Block
26413,No,No,3.6,51,Takeaway,Mithai,150.0,Koramangala 4th Block
26414,No,No,3.7,0,Quick Bites,North Indian,400.0,Koramangala 4th Block
26415,No,No,3.7,0,Quick Bites,North Indian,200.0,Koramangala 4th Block
26416,No,No,3.6,15,Delivery,Street Food,300.0,Koramangala 4th Block
26417,No,No,3.7,79,Quick Bites,North Indian,500.0,Koramangala 4th Block
26418,No,No,3.7,19,Takeaway,Kerala,400.0,Koramangala 4th Block
26419,No,No,3.7,0,Quick Bites,Rolls,300.0,Koramangala 4th Block
26420,No,No,3.5,11,Quick Bites,South Indian,200.0,Koramangala 4th Block
26421,No,No,3.7,0,Quick Bites,North Indian,400.0,Koramangala 4th Block
26422,No,No,3.1,7,Quick Bites,South Indian,300.0,Koramangala 4th Block
26423,No,No,3.4,9,Sweet Shop,Mithai,300.0,Koramangala 4th Block
26424,No,No,3.5,8,Quick Bites,North Indian,250.0,Koramangala 4th Block
26425,No,No,3.1,27,Delivery,Continental,400.0,Koramangala 4th Block
26426,No,No,3.5,6,Quick Bites,Fast Food,400.0,Koramangala 4th Block
26427,No,No,4.0,115,Casual Dining,Continental,1000.0,Koramangala 4th Block
26428,No,No,3.4,46,Casual Dining,North Indian,1100.0,Koramangala 4th Block
26429,No,No,3.5,5,Bakery,Bakery,300.0,Koramangala 4th Block
26430,No,No,3.7,0,Quick Bites,North Indian,400.0,Koramangala 4th Block
26431,No,No,3.7,0,Quick Bites,Bihari,300.0,Koramangala 4th Block
